OrderID,OrderDate,Region,Category,CustomerSegment,Quantity,UnitPrice,Discount,Sales,Profit,ShippingDays,Returned
ORD-102898,2023-07-13,East,Office Supplies,Consumer,5,77.95,0.0,389.75,124.08,4.0,Yes
ORD-102694,2023-07-13,Central,Office Supplies,Corporate,8,33.47,0.1,240.98,64.3,8.0,No
ORD-101688,2023-07-13,East,Clothing,Consumer,2,48.06,0.1,86.51,18.57,4.0,No
ORD-102622,2023-07-13,North,Office Supplies,Consumer,6,33.02,0.1,178.31,35.99,3.0,No
ORD-101723,2023-07-13,East,Office Supplies,Consumer,4,26.52,0.2,84.86,12.52,4.0,No
ORD-102015,2023-07-13,East,Furniture,Consumer,6,103.99,0.0,623.94,207.85,5.0,No
ORD-102265,2023-07-14,North,Electronics,Home Office,3,563.71,0.0,1691.13,408.38,4.0,No
ORD-102540,2023-07-14,East,Clothing,Consumer,3,90.49,0.0,271.47,71.02,2.0,No
ORD-102686,2023-07-14,North,Electronics,Corporate,6,264.69,0.0,1588.14,427.19,2.0,No
ORD-100829,2023-07-15,North,Office Supplies,Corporate,6,46.72,0.0,280.32,113.36,5.0,No
ORD-102438,2023-07-15,South,Clothing,Home Office,5,66.65,0.1,299.92,100.96,8.0,No
ORD-100295,2023-07-15,Central,Clothing,Corporate,8,57.01,0.15,387.67,51.41,3.0,No
ORD-100815,2023-07-16,Central,Furniture,Consumer,8,320.33,0.1,2306.38,639.81,5.0,Yes
ORD-100432,2023-07-16,West,Clothing,Consumer,2,63.93,0.2,102.29,22.04,4.0,No
ORD-102179,2023-07-16,Central,Office Supplies,Consumer,1,60.9,0.0,60.9,20.56,4.0,No
ORD-101737,2023-07-16,North,Electronics,Consumer,3,96.09,0.0,288.27,69.89,3.0,Yes
ORD-101307,2023-07-16,West,Furniture,Corporate,1,179.43,0.0,179.43,56.85,4.0,No
ORD-100045,2023-07-17,West,Clothing,Consumer,4,25.24,0.05,95.91,26.39,5.0,Yes
ORD-101973,2023-07-18,South,Clothing,Consumer,5,27.16,0.1,122.22,24.59,6.0,No
ORD-102539,2023-07-18,East,Electronics,Consumer,1,131.59,0.0,131.59,43.23,2.0,No
ORD-102076,2023-07-18,Central,Office Supplies,Consumer,6,37.35,0.15,190.48,50.18,5.0,No
ORD-101002,2023-07-18,North,Clothing,Corporate,8,28.43,0.1,204.7,39.96,5.0,Yes
ORD-101918,2023-07-19,East,Clothing,Home Office,4,82.85,0.0,331.4,74.74,6.0,No
ORD-101921,2023-07-19,South,Electronics,Consumer,3,118.78,0.0,356.34,128.63,2.0,No
ORD-101923,2023-07-19,South,Clothing,Corporate,1,62.68,0.1,56.41,17.07,3.0,Yes
ORD-100757,2023-07-19,Central,Electronics,Home Office,4,58.21,0.0,232.84,86.65,11.0,No
ORD-100055,2023-07-20,West,Office Supplies,Consumer,7,52.23,0.0,365.61,91.08,1.0,Yes
ORD-102932,2023-07-20,East,Furniture,Consumer,1,161.22,0.2,128.98,16.17,1.0,No
ORD-101366,2023-07-20,North,Office Supplies,Consumer,4,68.69,0.05,261.02,68.02,,No
ORD-101536,2023-07-21,West,Office Supplies,Consumer,2,56.63,0.05,107.6,21.16,1.0,No
ORD-102507,2023-07-21,Central,Furniture,Consumer,6,110.24,0.0,661.44,271.24,5.0,No
ORD-101486,2023-07-21,Central,Office Supplies,Consumer,7,57.15,0.05,380.05,134.55,9.0,No
ORD-100346,2023-07-21,Central,Office Supplies,Home Office,3,24.0,0.0,72.0,22.11,7.0,No
ORD-100311,2023-07-21,South,Clothing,Home Office,1,66.38,0.05,63.06,18.07,2.0,No
ORD-102603,2023-07-21,West,Clothing,Home Office,1,37.18,0.15,31.6,7.06,7.0,No
ORD-100136,2023-07-22,Central,Clothing,Home Office,6,47.97,0.05,273.43,46.29,5.0,No
ORD-102649,2023-07-22,West,Electronics,Corporate,8,267.43,0.1,1925.5,482.37,1.0,No
ORD-101714,2023-07-23,South,Office Supplies,Consumer,8,40.22,0.05,305.67,94.31,7.0,No
ORD-101585,2023-07-23,Central,Office Supplies,Consumer,2,36.07,0.1,64.93,19.51,9.0,Yes
ORD-100870,2023-07-24,West,Furniture,Corporate,5,224.14,0.15,952.59,117.79,3.0,Yes
ORD-101308,2023-07-24,North,Clothing,Consumer,8,324.58,0.05,2466.81,582.69,2.0,No
ORD-101411,2023-07-25,Central,Electronics,Corporate,3,254.69,0.3,534.85,37.49,5.0,No
ORD-101696,2023-07-25,North,Furniture,Consumer,5,306.72,0.05,1456.92,373.19,3.0,No
ORD-100964,2023-07-25,Central,Furniture,Consumer,5,81.2,0.1,365.4,93.72,6.0,No
ORD-101624,2023-07-25,South,Electronics,Consumer,4,147.28,0.0,589.12,125.61,3.0,No
ORD-102177,2023-07-25,West,Electronics,Corporate,1,99.26,0.15,84.37,7.07,3.0,No
ORD-101435,2023-07-26,Central,Office Supplies,Consumer,7,33.32,0.15,198.25,42.79,2.0,No
ORD-102092,2023-07-26,East,Furniture,Consumer,1,415.5,0.1,373.95,70.56,4.0,No
ORD-102183,2023-07-26,North,Office Supplies,Consumer,7,75.27,0.0,526.89,164.34,3.0,No
ORD-100166,2023-07-26,West,Electronics,Corporate,6,55.44,0.1,299.38,101.9,5.0,Yes
ORD-102519,2023-07-26,North,Office Supplies,Consumer,3,60.33,0.15,153.84,32.99,4.0,No
ORD-102899,2023-07-26,South,Electronics,Consumer,5,216.95,0.0,1084.75,345.14,3.0,No
ORD-101425,2023-07-27,South,Furniture,Consumer,5,150.8,0.05,716.3,182.59,4.0,No
ORD-101551,2023-07-27,South,Office Supplies,Corporate,4,25.42,0.0,101.68,33.32,8.0,No
ORD-100924,2023-07-28,North,Electronics,Consumer,1,303.35,0.0,303.35,114.24,5.0,No
ORD-102629,2023-07-28,North,Furniture,Home Office,4,854.92,0.1,3077.71,920.51,4.0,No
ORD-101965,2023-07-29,North,Electronics,Corporate,4,154.49,0.15,525.27,72.81,5.0,No
ORD-102291,2023-07-29,West,Furniture,Home Office,8,388.64,0.15,2642.75,487.93,,No
ORD-102413,2023-07-29,East,Electronics,Consumer,8,100.2,0.1,721.44,200.63,2.0,No
ORD-101405,2023-07-29,South,Office Supplies,Consumer,1,38.04,0.05,36.14,7.94,4.0,No
ORD-100117,2023-07-29,West,Office Supplies,Consumer,7,15.12,0.05,100.55,25.21,,No
ORD-101502,2023-07-29,South,Office Supplies,Consumer,6,45.89,0.0,275.34,79.7,9.0,No
ORD-100145,2023-07-30,South,Office Supplies,Corporate,2,46.96,0.15,79.83,13.43,1.0,No
ORD-100863,2023-07-30,East,Furniture,Consumer,2,413.89,0.0,827.78,279.89,1.0,No
ORD-100814,2023-07-30,North,Furniture,Consumer,7,552.93,0.0,3870.51,1346.7,3.0,No
ORD-101245,2023-07-30,South,Electronics,Home Office,3,65.0,0.05,185.25,59.31,1.0,No
ORD-101164,2023-07-31,North,Office Supplies,Home Office,3,13.62,0.2,32.69,4.9,4.0,No
ORD-101055,2023-07-31,West,Clothing,Consumer,6,83.69,0.0,502.14,182.51,5.0,Yes
ORD-102916,2023-07-31,North,Office Supplies,Corporate,7,29.62,0.3,145.14,4.88,6.0,No
ORD-101134,2023-08-01,Central,Office Supplies,Consumer,6,39.67,0.0,238.02,78.9,5.0,No
ORD-101182,2023-08-01,North,Office Supplies,Corporate,6,38.61,0.2,185.33,19.39,6.0,No
ORD-102084,2023-08-01,West,Clothing,Consumer,8,22.76,0.05,172.98,47.25,1.0,No
ORD-100671,2023-08-02,East,Office Supplies,Consumer,5,40.82,0.0,204.1,65.47,4.0,No
ORD-102155,2023-08-02,West,Electronics,Home Office,5,298.99,0.1,1345.46,277.44,3.0,No
ORD-102744,2023-08-02,South,Office Supplies,Corporate,1,21.56,0.3,15.09,0.71,3.0,No
ORD-100706,2023-08-02,West,Furniture,Consumer,8,193.59,0.0,1548.72,499.48,2.0,No
ORD-101577,2023-08-03,West,Electronics,Consumer,5,161.48,0.15,686.29,85.28,5.0,No
ORD-100097,2023-08-03,North,Furniture,Corporate,3,192.87,0.15,491.82,57.38,5.0,Yes
ORD-101085,2023-08-03,West,Clothing,Corporate,6,23.5,0.3,98.7,0.33,3.0,No
ORD-100070,2023-08-03,North,Electronics,Home Office,1,492.19,0.0,492.19,132.52,6.0,Yes
ORD-100566,2023-08-03,West,Clothing,Corporate,4,49.08,0.3,137.42,16.3,2.0,No
ORD-101074,2023-08-03,West,Electronics,Corporate,2,245.32,0.3,343.45,23.2,2.0,No
ORD-100141,2023-08-03,East,Electronics,Consumer,6,86.64,0.05,493.85,146.32,4.0,Yes
ORD-100395,2023-08-04,East,Clothing,Corporate,1,40.38,0.1,36.34,8.69,3.0,No
ORD-102921,2023-08-04,North,Electronics,Corporate,1,95.27,0.15,80.98,13.94,6.0,No
ORD-100683,2023-08-04,East,Office Supplies,Home Office,8,57.85,0.1,416.52,74.28,4.0,No
ORD-100420,2023-08-05,East,Clothing,Consumer,7,61.57,0.0,430.99,131.65,3.0,No
ORD-101260,2023-08-05,North,Clothing,Home Office,4,67.27,0.0,269.08,100.98,3.0,Yes
ORD-100094,2023-08-05,South,Office Supplies,Home Office,6,37.52,0.0,225.12,58.94,3.0,No
ORD-100252,2023-08-05,East,Electronics,Consumer,6,100.21,0.15,511.07,102.26,5.0,No
ORD-101672,2023-08-05,West,Electronics,Home Office,6,306.22,0.05,1745.45,577.62,7.0,No
ORD-100412,2023-08-05,North,Office Supplies,Consumer,6,36.49,0.0,218.94,76.09,5.0,No
ORD-102448,2023-08-05,East,Office Supplies,Consumer,8,17.73,0.0,141.84,42.34,,No
ORD-100957,2023-08-05,East,Clothing,Corporate,4,42.16,0.1,151.78,34.39,4.0,No
ORD-102551,2023-08-05,East,Electronics,Corporate,7,186.0,0.0,1302.0,434.73,2.0,No
ORD-102367,2023-08-05,South,Office Supplies,Corporate,6,25.98,0.2,124.7,18.25,4.0,No
ORD-101796,2023-08-06,East,Electronics,Consumer,6,118.88,0.05,677.62,157.39,2.0,No
ORD-101319,2023-08-06,West,Furniture,Consumer,8,351.78,0.0,2814.24,1047.68,4.0,No
ORD-102639,2023-08-06,North,Office Supplies,Consumer,7,54.54,0.1,343.6,79.32,8.0,No
ORD-100918,2023-08-06,South,Office Supplies,Consumer,7,23.26,0.1,146.54,43.04,4.0,No
ORD-100672,2023-08-06,Central,Furniture,Consumer,8,209.86,0.05,1594.94,517.59,5.0,No
ORD-101173,2023-08-06,West,Furniture,Corporate,6,488.95,0.3,2053.59,136.84,4.0,No
ORD-101090,2023-08-06,North,Electronics,Consumer,1,658.7,0.0,658.7,229.24,8.0,Yes
ORD-102414,2023-08-06,East,Office Supplies,Consumer,1,37.65,0.05,35.77,9.6,3.0,No
ORD-100021,2023-08-07,South,Office Supplies,Home Office,8,65.43,0.0,523.44,159.48,5.0,No
ORD-102739,2023-08-07,East,Furniture,Corporate,7,272.02,0.2,1523.31,234.0,5.0,No
ORD-100590,2023-08-07,Central,Clothing,Consumer,3,74.13,0.05,211.27,51.17,3.0,No
ORD-101953,2023-08-07,Central,Clothing,Consumer,5,66.87,0.05,317.63,111.32,3.0,No
ORD-101974,2023-08-07,North,Office Supplies,Corporate,7,51.55,0.1,324.76,71.2,1.0,No
ORD-102418,2023-08-08,North,Electronics,Consumer,3,323.34,0.0,970.02,337.83,3.0,No
ORD-101352,2023-08-08,South,Office Supplies,Home Office,8,33.3,0.05,253.08,74.48,5.0,No
ORD-102472,2023-08-08,West,Clothing,Consumer,8,64.48,0.05,490.05,148.32,2.0,No
ORD-102120,2023-08-08,South,Office Supplies,Consumer,4,26.52,0.0,106.08,31.4,1.0,No
ORD-101566,2023-08-08,North,Office Supplies,Consumer,8,16.64,0.2,106.5,14.91,6.0,No
ORD-102676,2023-08-08,East,Electronics,Corporate,4,95.59,0.0,382.36,105.37,2.0,No
ORD-100287,2023-08-09,South,Furniture,Home Office,4,146.6,0.0,586.4,256.92,4.0,No
ORD-100138,2023-08-09,West,Office Supplies,Consumer,4,29.86,0.05,113.47,40.31,,No
ORD-101868,2023-08-09,East,Furniture,Corporate,7,358.28,0.15,2131.77,414.43,5.0,No
ORD-100163,2023-08-10,North,Office Supplies,Corporate,7,58.32,0.2,326.59,58.32,4.0,No
ORD-101803,2023-08-10,West,Office Supplies,Consumer,7,42.31,0.0,296.17,88.24,4.0,No
ORD-100828,2023-08-10,Central,Clothing,Corporate,8,24.02,0.2,153.73,18.8,4.0,Yes
ORD-100896,2023-08-11,South,Furniture,Home Office,2,264.77,0.0,529.54,183.51,7.0,No
ORD-102222,2023-08-11,South,Electronics,Consumer,1,98.83,0.2,79.06,13.21,9.0,Yes
ORD-101567,2023-08-11,North,Electronics,Corporate,8,201.96,0.2,1292.54,134.86,7.0,No
ORD-101205,2023-08-12,North,Office Supplies,Consumer,5,78.96,0.05,375.06,86.09,8.0,No
ORD-100398,2023-08-12,East,Office Supplies,Corporate,6,33.01,0.2,158.45,15.49,4.0,No
ORD-102668,2023-08-12,East,Office Supplies,Corporate,1,46.34,0.3,32.44,4.93,6.0,No
ORD-101298,2023-08-13,West,Office Supplies,Home Office,7,16.64,0.1,104.83,24.44,5.0,No
ORD-102184,2023-08-13,East,Electronics,Consumer,2,470.74,0.05,894.41,213.59,5.0,No
ORD-102074,2023-08-13,South,Clothing,Home Office,3,147.18,0.0,441.54,157.24,1.0,No
ORD-101175,2023-08-13,West,Office Supplies,Consumer,8,30.52,0.15,207.54,33.74,3.0,No
ORD-100278,2023-08-14,Central,Furniture,Corporate,6,59.72,0.1,322.49,97.31,4.0,No
ORD-102497,2023-08-14,North,Furniture,Home Office,1,414.36,0.15,352.21,39.33,4.0,No
ORD-101945,2023-08-14,Central,Clothing,Consumer,6,29.43,0.1,158.92,41.41,4.0,No
ORD-101949,2023-08-14,Central,Office Supplies,Home Office,7,17.34,0.0,121.38,34.76,7.0,No
ORD-101153,2023-08-14,North,Office Supplies,Corporate,3,27.44,0.0,82.32,20.36,6.0,No
ORD-101728,2023-08-15,North,Office Supplies,Corporate,1,25.74,0.3,18.02,0.53,3.0,No
ORD-102288,2023-08-15,North,Furniture,Consumer,2,360.15,,648.27,145.79,4.0,No
ORD-100913,2023-08-15,Central,Furniture,Corporate,1,187.69,0.15,159.54,36.63,4.0,No
ORD-101792,2023-08-16,North,Electronics,Consumer,3,156.4,0.05,445.74,115.14,2.0,Yes
ORD-100909,2023-08-16,South,Clothing,Consumer,2,124.7,0.0,249.4,63.87,4.0,No
ORD-100463,2023-08-16,South,Furniture,Consumer,8,338.37,0.0,2706.96,758.88,3.0,No
ORD-100315,2023-08-16,South,Electronics,Consumer,8,199.61,0.1,1437.19,275.73,7.0,No
ORD-102144,2023-08-17,South,Furniture,Corporate,6,224.03,0.1,1209.76,300.99,6.0,No
ORD-101911,2023-08-17,North,Office Supplies,Consumer,3,28.14,0.05,80.2,17.94,5.0,No
ORD-100279,2023-08-17,West,Electronics,Consumer,7,104.92,0.1,661.0,155.39,,No
ORD-102524,2023-08-17,Central,Furniture,Consumer,3,75.27,0.05,214.52,59.92,5.0,No
ORD-100650,2023-08-17,South,Furniture,Corporate,1,196.96,0.1,177.26,53.85,5.0,Yes
ORD-100347,2023-08-17,North,Office Supplies,Corporate,7,39.63,0.1,249.67,79.98,3.0,No
ORD-101327,2023-08-17,East,Office Supplies,Consumer,7,30.23,0.1,190.45,49.16,5.0,No
ORD-101038,2023-08-18,East,Furniture,Home Office,1,93.02,0.0,93.02,32.18,7.0,No
ORD-102286,2023-08-18,Central,Office Supplies,Consumer,2,73.74,0.2,117.98,15.4,7.0,No
ORD-100127,2023-08-18,North,Electronics,Consumer,7,285.5,0.1,1798.65,286.11,8.0,No
ORD-102976,2023-08-18,East,Office Supplies,Consumer,3,34.77,0.05,99.09,26.43,3.0,No
ORD-100201,2023-08-18,Central,Clothing,Consumer,7,12.34,0.2,69.1,12.31,10.0,Yes
ORD-100839,2023-08-18,East,Furniture,Home Office,1,933.05,0.1,839.74,219.17,4.0,Yes
ORD-102523,2023-08-18,East,Office Supplies,Consumer,4,39.43,0.0,157.72,44.8,2.0,Yes
ORD-101904,2023-08-18,East,Office Supplies,Home Office,5,36.35,0.0,181.75,56.61,6.0,No
ORD-100305,2023-08-19,East,Electronics,Consumer,6,89.12,0.1,481.25,147.23,2.0,No
ORD-101971,2023-08-19,Central,Electronics,Consumer,1,153.45,0.1,138.1,25.28,7.0,No
ORD-100246,2023-08-19,East,Furniture,Home Office,4,92.16,0.0,368.64,129.18,6.0,No
ORD-101400,2023-08-20,East,Office Supplies,Corporate,2,31.49,0.2,50.38,6.0,7.0,Yes
ORD-101897,2023-08-20,South,Office Supplies,Consumer,2,25.6,0.15,43.52,8.58,3.0,No
ORD-101239,2023-08-20,North,Office Supplies,Home Office,3,50.77,0.15,129.46,16.72,1.0,No
ORD-100130,2023-08-20,North,Furniture,Consumer,6,420.56,,2523.36,852.84,1.0,No
ORD-102731,2023-08-20,South,Clothing,Corporate,3,42.97,0.1,116.02,26.83,1.0,No
ORD-102741,2023-08-21,West,Office Supplies,Corporate,1,26.86,0.2,21.49,3.17,4.0,No
ORD-102664,2023-08-21,East,Electronics,Consumer,1,368.66,0.0,368.66,138.11,2.0,No
ORD-100002,2023-08-21,West,Electronics,Corporate,5,301.63,0.15,1281.93,306.87,3.0,No
ORD-102892,2023-08-21,East,Office Supplies,Corporate,5,22.1,0.0,110.5,33.67,1.0,No
ORD-102827,2023-08-21,North,Electronics,Home Office,4,249.88,0.15,849.59,73.52,2.0,No
ORD-100853,2023-08-21,Central,Furniture,Consumer,4,273.43,,929.66,201.96,4.0,No
ORD-100073,2023-08-21,North,Office Supplies,Consumer,1,26.12,0.05,24.81,6.88,2.0,No
ORD-100700,2023-08-21,North,Clothing,Consumer,4,101.94,0.05,387.37,130.64,6.0,No
ORD-102168,2023-08-22,South,Electronics,Consumer,4,167.26,0.0,669.04,196.74,4.0,No
ORD-101455,2023-08-22,North,Furniture,Corporate,5,54.77,0.1,246.47,49.35,5.0,Yes
ORD-102403,2023-08-22,Central,Electronics,Home Office,8,279.11,0.05,2121.24,684.4,3.0,No
ORD-100586,2023-08-22,North,Furniture,Consumer,5,176.34,0.15,749.44,137.6,2.0,No
ORD-102360,2023-08-22,West,Office Supplies,Consumer,5,23.36,0.05,110.96,36.48,3.0,Yes
ORD-102881,2023-08-22,North,Electronics,Home Office,3,332.46,0.1,897.64,232.75,2.0,No
ORD-102512,2023-08-23,North,Office Supplies,Consumer,4,48.4,0.0,193.6,57.01,,No
ORD-102729,2023-08-23,Central,Furniture,Consumer,4,472.08,0.1,1699.49,455.54,5.0,No
ORD-100404,2023-08-23,Central,Clothing,Consumer,2,18.91,0.0,37.82,10.63,10.0,No
ORD-101058,2023-08-23,East,Furniture,Corporate,3,123.11,0.15,313.93,58.56,5.0,No
ORD-102460,2023-08-23,Central,Office Supplies,Home Office,4,23.97,0.1,86.29,15.44,,No
ORD-100778,2023-08-24,West,Office Supplies,Consumer,1,43.32,0.0,43.32,10.82,5.0,No
ORD-102838,2023-08-24,South,Office Supplies,Consumer,8,19.39,0.15,131.85,23.07,6.0,No
ORD-101832,2023-08-24,East,Office Supplies,Consumer,7,56.75,0.0,397.25,169.76,4.0,No
ORD-101300,2023-08-25,North,Office Supplies,Consumer,2,24.78,0.15,42.13,6.52,4.0,No
ORD-101381,2023-08-25,North,Furniture,Consumer,5,271.62,0.0,1358.1,528.22,7.0,No
ORD-102769,2023-08-25,Central,Office Supplies,Consumer,5,21.94,0.05,104.22,30.1,7.0,No
ORD-102114,2023-08-25,North,Electronics,Consumer,1,313.65,0.0,313.65,122.74,2.0,No
ORD-101925,2023-08-26,North,Furniture,Consumer,2,316.56,0.0,633.12,151.8,3.0,No
ORD-100038,2023-08-26,North,Electronics,Consumer,1,79.7,0.15,67.74,13.94,4.0,No
ORD-100492,2023-08-27,East,Clothing,Home Office,7,82.01,0.05,545.37,161.23,3.0,No
ORD-100879,2023-08-27,East,Furniture,Consumer,1,544.04,,544.04,138.11,2.0,No
ORD-102936,2023-08-27,South,Electronics,Consumer,8,133.17,0.05,1012.09,225.32,5.0,No
ORD-100465,2023-08-27,West,Office Supplies,Home Office,4,20.29,0.2,64.93,14.71,2.0,No
ORD-101143,2023-08-28,West,Furniture,Consumer,3,318.99,0.05,909.12,312.75,2.0,No
ORD-101128,2023-08-28,East,Office Supplies,Home Office,5,30.02,0.05,142.6,43.95,6.0,No
ORD-102893,2023-08-28,East,Clothing,Consumer,1,64.99,0.0,64.99,26.99,7.0,Yes
ORD-101967,2023-08-28,West,Furniture,Home Office,3,493.78,0.1,1333.21,402.91,1.0,Yes
ORD-102471,2023-08-28,Central,Electronics,Corporate,8,166.58,0.0,1332.64,527.99,8.0,No
ORD-100436,2023-08-28,North,Furniture,Consumer,6,120.98,0.05,689.59,84.38,2.0,No
ORD-101326,2023-08-28,South,Electronics,Home Office,1,249.23,0.0,249.23,94.47,3.0,No
ORD-100304,2023-08-29,West,Office Supplies,Corporate,1,26.97,0.1,24.27,6.11,4.0,No
ORD-100926,2023-08-30,North,Office Supplies,Consumer,6,20.31,0.1,109.67,21.05,3.0,No
ORD-100542,2023-08-30,West,Clothing,Home Office,5,62.24,0.1,280.08,89.11,8.0,Yes
ORD-100980,2023-08-30,Central,Electronics,Home Office,4,268.16,,1072.64,375.29,7.0,Yes
ORD-100426,2023-08-30,North,Electronics,Consumer,5,97.09,0.1,436.9,107.31,3.0,Yes
ORD-102100,2023-08-30,West,Office Supplies,Consumer,4,28.85,0.1,103.86,24.69,4.0,No
ORD-100489,2023-08-31,East,Office Supplies,Home Office,3,34.31,,82.34,15.8,1.0,No
ORD-102913,2023-08-31,West,Electronics,Consumer,1,252.06,0.0,252.06,73.86,3.0,No
ORD-102501,2023-08-31,West,Office Supplies,Corporate,1,17.91,0.15,15.22,4.44,4.0,No
ORD-101759,2023-09-01,Central,Clothing,Corporate,4,25.13,0.2,80.42,14.51,9.0,Yes
ORD-100538,2023-09-01,North,Electronics,Consumer,7,76.27,0.05,507.2,167.77,3.0,No
ORD-101866,2023-09-02,Central,Furniture,Consumer,8,279.12,0.15,1898.02,346.32,4.0,No
ORD-100090,2023-09-02,North,Clothing,Consumer,1,55.14,0.2,44.11,5.08,4.0,Yes
ORD-100231,2023-09-02,South,Electronics,Consumer,1,175.39,0.0,175.39,60.15,5.0,No
ORD-100419,2023-09-02,Central,Clothing,Corporate,1,38.47,0.2,30.78,2.67,7.0,No
ORD-100930,2023-09-02,South,Office Supplies,Consumer,2,52.73,0.2,84.37,7.11,6.0,No
ORD-101930,2023-09-02,East,Office Supplies,Consumer,7,50.44,0.1,317.77,62.96,1.0,Yes
ORD-101471,2023-09-03,North,Electronics,Corporate,8,290.1,0.0,2320.8,690.77,1.0,No
ORD-101670,2023-09-03,South,Electronics,Home Office,3,203.89,0.0,611.67,175.36,5.0,No
ORD-102241,2023-09-03,North,Furniture,Home Office,8,425.55,0.15,2893.74,763.22,3.0,No
ORD-102595,2023-09-03,Central,Office Supplies,Corporate,6,19.21,0.15,97.97,22.1,11.0,No
ORD-102886,2023-09-03,North,Electronics,Consumer,6,217.93,0.15,1111.44,218.87,3.0,No
ORD-102842,2023-09-03,South,Electronics,Consumer,5,71.7,0.05,340.58,77.33,4.0,No
ORD-102219,2023-09-03,South,Electronics,Corporate,4,188.21,0.2,602.27,136.8,6.0,No
ORD-100450,2023-09-04,North,Office Supplies,Consumer,4,30.67,0.0,122.68,37.02,,No
ORD-102048,2023-09-04,North,Electronics,Corporate,4,268.03,0.1,964.91,280.58,1.0,No
ORD-102610,2023-09-04,Central,Electronics,Consumer,7,81.74,0.05,543.57,158.12,2.0,No
ORD-102737,2023-09-04,East,Office Supplies,Consumer,1,42.73,0.05,40.59,12.76,2.0,No
ORD-100763,2023-09-05,North,Electronics,Corporate,6,164.41,0.0,986.46,414.5,3.0,No
ORD-100928,2023-09-05,East,Electronics,Consumer,5,243.38,0.0,1216.9,478.96,3.0,No
ORD-101663,2023-09-05,North,Electronics,Home Office,7,186.83,0.05,1242.42,338.88,,Yes
ORD-100773,2023-09-06,West,Clothing,Home Office,4,57.76,0.0,231.04,75.98,1.0,No
ORD-100437,2023-09-06,East,Furniture,Consumer,3,142.21,0.05,405.3,87.26,2.0,No
ORD-100060,2023-09-07,West,Office Supplies,Corporate,8,55.04,0.2,352.26,94.33,1.0,No
ORD-101497,2023-09-07,East,Office Supplies,Consumer,5,44.78,0.15,190.32,46.7,4.0,No
ORD-100402,2023-09-07,West,Office Supplies,Consumer,8,19.97,0.0,159.76,44.77,1.0,No
ORD-102066,2023-09-08,East,Office Supplies,Consumer,2,38.53,0.1,69.35,13.08,5.0,No
ORD-102055,2023-09-08,East,Electronics,Corporate,7,101.6,0.15,604.52,144.54,4.0,No
ORD-100284,2023-09-08,East,Electronics,Home Office,8,137.65,0.0,1101.2,352.14,6.0,No
ORD-101549,2023-09-08,South,Furniture,Consumer,5,80.64,0.1,362.88,60.8,3.0,No
ORD-100824,2023-09-09,West,Office Supplies,Corporate,7,56.09,0.1,353.37,96.73,4.0,No
ORD-101682,2023-09-09,West,Office Supplies,Consumer,8,53.32,0.0,426.56,150.35,3.0,No
ORD-100124,2023-09-09,North,Electronics,Consumer,1,380.88,0.05,361.84,119.63,7.0,No
ORD-101249,2023-09-10,Central,Clothing,Corporate,7,50.3,0.0,352.1,102.92,6.0,No
ORD-101191,2023-09-10,South,Office Supplies,Consumer,1,50.23,0.15,42.7,7.86,6.0,No
ORD-102057,2023-09-10,East,Office Supplies,Consumer,4,41.55,0.0,166.2,59.07,5.0,No
ORD-100096,2023-09-11,South,Electronics,Consumer,5,145.05,0.05,688.99,193.38,2.0,Yes
ORD-101871,2023-09-11,South,Electronics,Consumer,5,78.11,0.0,390.55,139.33,3.0,No
ORD-100825,2023-09-11,North,Office Supplies,Corporate,7,89.93,0.15,535.08,118.21,3.0,Yes
ORD-102923,2023-09-11,West,Furniture,Consumer,2,242.17,0.2,387.47,57.35,3.0,No
ORD-100440,2023-09-11,West,Electronics,Consumer,1,219.2,0.0,219.2,78.13,4.0,No
ORD-100264,2023-09-11,Central,Furniture,Consumer,4,263.46,0.05,1001.15,212.43,6.0,No
ORD-102054,2023-09-11,South,Clothing,Home Office,5,36.84,0.0,184.2,60.12,4.0,No
ORD-100261,2023-09-11,West,Office Supplies,Consumer,7,29.5,0.0,206.5,78.61,4.0,No
ORD-101648,2023-09-12,Central,Furniture,Consumer,7,98.09,0.0,686.63,197.89,6.0,No
ORD-100668,2023-09-12,South,Furniture,Consumer,8,165.44,0.0,1323.52,446.91,3.0,No
ORD-102033,2023-09-12,South,Office Supplies,Consumer,2,40.85,0.05,77.61,20.33,1.0,No
ORD-102021,2023-09-12,North,Clothing,Consumer,4,53.6,0.05,203.68,57.95,,Yes
ORD-102071,2023-09-12,East,Furniture,Corporate,7,277.76,0.1,1749.89,430.77,3.0,No
ORD-102762,2023-09-12,North,Office Supplies,Consumer,2,36.44,0.0,72.88,19.06,4.0,No
ORD-100887,2023-09-12,North,Clothing,Consumer,5,101.87,0.1,458.42,125.96,4.0,Yes
ORD-101010,2023-09-12,East,Electronics,Consumer,6,187.89,0.2,901.87,215.26,1.0,No
ORD-101088,2023-09-12,East,Electronics,Consumer,8,115.37,0.0,922.96,342.04,9.0,No
ORD-100290,2023-09-12,West,Furniture,Corporate,7,137.48,0.2,769.89,101.8,3.0,No
ORD-101906,2023-09-13,East,Clothing,Corporate,5,82.16,0.2,328.64,73.66,4.0,No
ORD-100701,2023-09-13,South,Electronics,Corporate,3,157.16,0.2,377.18,92.16,1.0,Yes
ORD-102361,2023-09-13,North,Electronics,Home Office,1,383.46,0.05,364.29,108.68,7.0,No
