CustomerID,Age,Gender,TenureMonths,Contract,InternetService,PaperlessBilling,MonthlyCharges,TotalCharges,SupportCalls,SatisfactionScore,Churn
CUST-70312,46,Female,36,Month-to-month,Fiber optic,Yes,62.25,2181.97,3,8.4,No
CUST-70313,49,Female,11,Month-to-month,Fiber optic,No,57.59,622.36,3,7.1,No
CUST-70314,47,Male,6,Two year,DSL,No,26.36,161.93,0,8.9,Yes
CUST-70315,61,Female,22,Two year,DSL,Yes,35.37,767.57,1,,No
CUST-70316,50,Male,17,Two year,No service,No,18.0,313.29,1,8.8,No
CUST-70317,23,Male,15,Two year,DSL,Yes,42.79,672.4,1,9.5,No
CUST-70318,21,Female,10,One year,Fiber optic,Yes,77.27,745.95,2,9.5,Yes
CUST-70319,33,Male,18,Month-to-month,Fiber optic,Yes,70.71,1280.24,3,7.7,Yes
CUST-70320,34,Female,18,Two year,Fiber optic,No,74.46,1395.31,4,7.0,No
CUST-70321,35,Male,14,Month-to-month,Fiber optic,Yes,60.73,826.1,2,8.9,Yes
CUST-70322,56,Female,46,Month-to-month,No service,Yes,22.25,1076.48,2,7.5,No
CUST-70323,32,Male,11,Month-to-month,DSL,Yes,44.76,491.37,1,7.5,No
CUST-70324,57,Male,4,Month-to-month,DSL,No,33.97,132.37,2,6.7,Yes
CUST-70325,57,Male,33,One year,DSL,No,33.94,1121.3,0,8.9,No
CUST-70326,41,Male,35,Month-to-month,Fiber optic,No,79.09,2677.46,3,6.3,No
CUST-70327,34,Female,4,Month-to-month,Fiber optic,Yes,65.26,247.23,3,10.0,Yes
CUST-70328,59,Male,27,Month-to-month,Fiber optic,No,69.75,1784.74,4,8.0,No
CUST-70329,29,Male,21,Month-to-month,Fiber optic,No,67.89,1364.88,3,9.7,No
CUST-70330,48,Male,26,Two year,Fiber optic,Yes,59.6,1462.47,4,5.1,No
CUST-70331,45,Male,12,Month-to-month,Fiber optic,Yes,74.46,870.68,3,7.7,Yes
CUST-70332,59,Female,21,One year,Fiber optic,Yes,77.66,1565.65,1,9.3,Yes
CUST-70333,46,Female,8,One year,DSL,Yes,39.45,297.49,2,8.7,Yes
CUST-70334,41,Male,7,Month-to-month,Fiber optic,Yes,59.03,390.3,4,,Yes
CUST-70335,56,Male,46,Two year,DSL,Yes,40.23,1790.45,2,10.0,No
CUST-70336,36,Male,13,One year,Fiber optic,Yes,63.85,858.1,2,9.0,No
CUST-70337,49,Female,8,Month-to-month,DSL,Yes,37.65,307.54,1,8.9,No
CUST-70338,43,Female,4,Two year,No service,Yes,18.0,73.84,2,8.2,No
CUST-70339,41,Male,24,One year,Fiber optic,Yes,69.91,1746.91,3,7.9,No
CUST-70340,20,Male,40,Month-to-month,DSL,Yes,50.31,1921.26,1,7.8,No
CUST-70341,41,Male,20,Month-to-month,No service,Yes,18.0,367.89,2,8.1,No
CUST-70342,27,Male,21,Two year,DSL,Yes,39.39,799.94,4,7.1,No
CUST-70343,48,Female,9,Month-to-month,No service,Yes,18.0,159.36,1,8.3,Yes
CUST-70344,74,Female,10,Two year,Fiber optic,No,63.53,605.52,3,5.0,No
CUST-70345,38,Male,7,Month-to-month,No service,No,26.49,185.95,2,6.1,No
CUST-70346,54,Male,17,One year,Fiber optic,Yes,65.04,1089.39,2,6.1,No
CUST-70347,55,Female,4,One year,DSL,Yes,54.72,225.74,0,9.4,No
CUST-70348,25,Female,17,Month-to-month,DSL,Yes,37.21,605.83,0,8.9,Yes
CUST-70349,51,Female,16,Month-to-month,Fiber optic,No,55.09,916.62,2,6.0,Yes
CUST-70350,37,Female,18,Month-to-month,DSL,Yes,55.82,969.99,0,5.6,Yes
CUST-70351,35,Male,24,Month-to-month,Fiber optic,Yes,76.37,1909.49,6,4.1,Yes
CUST-70352,52,Female,7,Two year,No service,Yes,18.42,136.22,3,,Yes
CUST-70353,33,Male,26,One year,Fiber optic,No,58.62,1442.21,1,8.2,No
CUST-70354,34,Male,54,Month-to-month,DSL,Yes,35.17,1887.98,1,9.6,No
CUST-70355,52,Male,15,One year,Fiber optic,Yes,59.99,846.72,0,9.4,No
CUST-70356,59,Female,8,Month-to-month,DSL,No,49.86,402.51,1,9.0,Yes
CUST-70357,42,Female,20,Month-to-month,Fiber optic,Yes,52.68,1051.02,6,5.3,Yes
CUST-70358,50,Female,17,Month-to-month,No service,Yes,21.56,369.52,1,10.0,No
CUST-70359,21,Male,10,Month-to-month,DSL,Yes,45.26,472.2,0,9.3,Yes
CUST-70360,40,Female,22,Month-to-month,No service,Yes,18.0,380.91,1,7.8,No
CUST-70361,47,Male,3,Month-to-month,Fiber optic,Yes,77.65,219.14,0,,Yes
CUST-70362,29,Female,55,One year,DSL,Yes,55.72,3017.46,2,,Yes
CUST-70363,50,Female,20,Month-to-month,Fiber optic,Yes,82.03,1737.59,3,8.7,Yes
CUST-70364,45,Female,26,Month-to-month,DSL,Yes,37.11,922.17,2,10.0,No
CUST-70365,45,Female,14,Month-to-month,No service,Yes,21.52,288.24,0,7.7,No
CUST-70366,58,Female,8,Two year,DSL,Yes,61.64,485.97,3,7.3,Yes
CUST-70367,59,Male,15,One year,No service,Yes,18.0,267.47,2,9.2,No
CUST-70368,24,Male,26,Month-to-month,DSL,Yes,45.08,1144.0,1,10.0,Yes
CUST-70369,32,Female,31,One year,No service,No,18.0,529.5,3,7.4,No
CUST-70370,49,Female,21,Month-to-month,No service,No,18.0,376.39,0,10.0,Yes
CUST-70371,37,Male,9,Month-to-month,Fiber optic,Yes,66.98,600.73,2,9.0,Yes
CUST-70372,69,Female,17,Month-to-month,Fiber optic,Yes,66.57,1084.04,1,10.0,Yes
CUST-70373,56,Male,10,Month-to-month,Fiber optic,No,63.94,625.11,3,8.0,Yes
CUST-70374,30,Male,4,Two year,DSL,No,44.25,181.33,1,9.3,No
CUST-70375,30,Female,10,Month-to-month,DSL,No,37.36,354.37,2,8.2,Yes
CUST-70376,23,Female,32,Month-to-month,Fiber optic,Yes,62.85,2086.68,1,7.0,No
CUST-70377,46,Male,16,Month-to-month,No service,Yes,18.0,278.9,0,7.7,No
CUST-70378,33,Female,14,Month-to-month,Fiber optic,No,67.77,942.94,0,9.4,No
CUST-70379,32,Female,29,Month-to-month,Fiber optic,No,62.34,1738.98,5,7.4,Yes
CUST-70380,23,Female,12,Month-to-month,Fiber optic,No,56.44,680.66,1,9.9,Yes
CUST-70381,53,Male,16,Month-to-month,Fiber optic,No,59.83,979.36,0,,No
CUST-70382,31,Female,12,One year,DSL,No,32.4,376.52,4,,No
CUST-70383,28,Male,11,Two year,DSL,Yes,60.95,696.22,4,5.0,Yes
CUST-70384,18,Male,9,One year,DSL,No,43.71,407.87,3,7.3,Yes
CUST-70385,47,Female,11,One year,DSL,No,44.56,490.82,0,9.1,No
CUST-70386,44,Female,9,Month-to-month,No service,No,20.39,178.96,3,9.3,No
CUST-70387,51,Female,48,Month-to-month,Fiber optic,Yes,64.61,2956.38,3,5.0,Yes
CUST-70388,61,Male,43,One year,Fiber optic,No,67.99,2757.36,1,7.9,No
CUST-70389,44,Male,15,Month-to-month,DSL,No,34.05,531.07,0,10.0,Yes
CUST-70390,36,Male,18,Month-to-month,Fiber optic,No,70.83,1335.31,3,9.0,Yes
CUST-70391,19,Female,17,Two year,DSL,No,30.87,534.84,2,7.9,No
CUST-70392,43,Male,7,One year,DSL,Yes,38.23,270.48,1,8.9,Yes
CUST-70393,46,Male,8,Month-to-month,DSL,Yes,34.8,264.82,2,7.9,Yes
CUST-70394,45,Female,7,Two year,Fiber optic,No,61.77,413.74,4,6.4,Yes
CUST-70395,18,Female,9,Month-to-month,No service,Yes,18.0,163.41,3,8.7,Yes
CUST-70396,58,Female,16,Two year,Fiber optic,No,66.84,1071.23,2,10.0,No
CUST-70397,50,Male,6,Month-to-month,Fiber optic,No,65.2,400.8,2,8.2,Yes
CUST-70398,36,Female,34,One year,Fiber optic,Yes,66.43,2392.83,6,7.5,Yes
CUST-70399,37,Male,36,Month-to-month,Fiber optic,Yes,59.29,2197.24,2,7.3,No
CUST-70400,18,Male,8,Month-to-month,DSL,Yes,35.27,292.38,1,7.7,Yes
CUST-70401,46,Male,21,Two year,Fiber optic,Yes,65.26,1362.68,3,9.5,No
CUST-70402,36,Male,15,Month-to-month,Fiber optic,No,60.43,872.78,1,6.9,Yes
CUST-70403,25,Female,61,Two year,Fiber optic,No,64.64,4095.57,1,7.1,No
CUST-70404,69,Male,18,Two year,Fiber optic,No,66.55,1240.94,0,9.7,Yes
CUST-70405,63,Male,25,One year,Fiber optic,No,66.88,1742.92,2,8.6,No
CUST-70406,51,Male,10,One year,Fiber optic,Yes,74.05,705.0,4,5.3,No
CUST-70407,41,Male,18,Month-to-month,DSL,No,44.11,752.64,0,7.9,No
CUST-70408,24,Female,10,Month-to-month,Fiber optic,Yes,65.09,674.52,3,8.8,No
CUST-70409,41,Female,11,Month-to-month,No service,Yes,18.0,195.28,0,10.0,No
CUST-70410,48,Male,22,Two year,Fiber optic,Yes,65.29,,1,8.4,No
CUST-70411,39,Female,26,Two year,No service,No,19.54,511.69,2,7.7,Yes
CUST-70412,41,Female,24,Two year,DSL,Yes,43.49,994.2,2,6.9,Yes
CUST-70413,44,Female,22,Month-to-month,DSL,No,45.47,967.15,4,5.8,Yes
CUST-70414,25,Female,47,Month-to-month,Fiber optic,No,65.15,3021.07,0,9.1,No
CUST-70415,52,Male,16,Two year,Fiber optic,Yes,74.31,1218.24,4,7.6,No
CUST-70416,55,Male,32,One year,Fiber optic,No,75.64,2393.1,2,5.5,No
CUST-70417,35,Male,3,Month-to-month,Fiber optic,Yes,75.6,222.72,5,7.2,Yes
CUST-70418,31,Male,6,Two year,Fiber optic,Yes,71.19,441.93,1,8.9,No
CUST-70419,71,Female,6,One year,DSL,Yes,39.62,231.14,1,8.3,No
CUST-70420,57,Female,19,Month-to-month,DSL,Yes,35.44,689.87,0,9.1,No
CUST-70421,18,Male,16,One year,DSL,No,33.46,,3,5.7,No
CUST-70422,40,Female,26,Month-to-month,DSL,No,46.47,1143.04,0,10.0,No
CUST-70423,27,Male,12,Month-to-month,DSL,No,43.21,532.24,3,10.0,No
CUST-70424,28,Female,34,Month-to-month,DSL,No,44.82,1552.2,1,9.2,Yes
CUST-70425,31,Female,33,Two year,DSL,Yes,46.38,,2,8.7,No
CUST-70426,42,Male,25,One year,No service,Yes,24.65,628.54,3,8.3,No
CUST-70427,39,Male,17,Month-to-month,DSL,Yes,36.86,610.78,0,10.0,Yes
CUST-70428,23,Male,1,Month-to-month,Fiber optic,No,83.61,82.44,1,7.9,Yes
CUST-70429,26,Male,29,Month-to-month,No service,No,25.22,723.11,2,8.4,No
CUST-70430,18,Male,12,Month-to-month,No service,Yes,18.0,211.3,1,10.0,Yes
CUST-70431,40,Male,30,Two year,DSL,Yes,49.45,1527.29,1,6.5,No
CUST-70432,45,Female,16,One year,DSL,Yes,49.78,825.09,2,9.5,Yes
CUST-70433,53,Male,8,Two year,Fiber optic,Yes,62.5,513.06,1,9.4,No
CUST-70434,55,Male,11,Two year,DSL,Yes,32.65,352.74,1,8.2,Yes
CUST-70435,42,Female,22,Month-to-month,DSL,No,51.2,1079.56,0,9.4,No
CUST-70436,35,Male,10,One year,Fiber optic,Yes,54.54,561.68,1,10.0,No
CUST-70437,71,Female,11,Month-to-month,Fiber optic,Yes,69.95,801.24,4,6.8,Yes
CUST-70438,28,Female,5,Two year,Fiber optic,No,58.05,275.65,2,9.1,No
CUST-70439,22,Male,11,Month-to-month,DSL,No,54.81,590.21,2,10.0,Yes
CUST-70440,35,Male,34,Month-to-month,DSL,Yes,29.51,1016.77,1,9.1,No
CUST-70441,44,Female,72,One year,Fiber optic,Yes,78.82,5600.14,3,9.0,No
CUST-70442,60,Male,15,Month-to-month,Fiber optic,Yes,58.85,834.55,3,9.3,Yes
CUST-70443,34,Male,43,One year,No service,No,18.93,782.03,1,5.6,No
CUST-70444,18,Male,8,Two year,No service,Yes,30.45,230.58,1,8.0,No
CUST-70445,51,Female,16,Month-to-month,DSL,Yes,22.88,373.51,2,7.4,No
CUST-70446,35,Male,21,Month-to-month,No service,Yes,20.66,426.19,4,8.3,Yes
CUST-70447,26,Male,17,Two year,Fiber optic,Yes,61.28,1031.15,3,8.3,No
CUST-70448,28,Female,35,Month-to-month,Fiber optic,Yes,77.06,2554.88,3,7.0,No
CUST-70449,43,Male,15,Month-to-month,Fiber optic,Yes,68.5,1030.28,3,,Yes
CUST-70450,18,Male,3,Two year,No service,Yes,22.11,63.58,1,9.5,Yes
CUST-70451,62,Female,19,Two year,DSL,Yes,43.88,831.85,1,6.2,No
CUST-70452,39,Female,25,Month-to-month,DSL,No,49.08,1248.59,0,7.6,No
CUST-70453,42,Female,8,Month-to-month,Fiber optic,Yes,70.57,536.89,2,7.4,No
CUST-70454,56,Female,14,Month-to-month,No service,Yes,18.0,259.48,1,6.9,No
CUST-70455,30,Male,27,Month-to-month,DSL,No,28.72,813.84,1,7.3,Yes
CUST-70456,42,Female,11,Month-to-month,Fiber optic,Yes,62.11,699.73,0,8.3,Yes
CUST-70457,40,Male,15,Two year,DSL,Yes,19.5,309.46,1,5.3,No
CUST-70458,48,Male,4,Two year,Fiber optic,Yes,71.35,277.61,3,9.8,No
CUST-70459,75,Female,5,Two year,DSL,Yes,46.71,229.52,1,8.6,No
CUST-70460,26,Male,7,Month-to-month,Fiber optic,No,61.31,420.19,3,5.9,No
CUST-70461,40,Female,14,One year,DSL,Yes,38.04,537.1,0,10.0,No
CUST-70462,71,Male,15,Month-to-month,Fiber optic,No,64.63,963.38,2,8.0,Yes
CUST-70463,28,Female,24,Two year,DSL,Yes,44.8,1033.55,1,7.5,No
CUST-70464,64,Female,14,Month-to-month,DSL,No,54.87,738.53,2,8.5,No
CUST-70465,42,Female,23,Month-to-month,DSL,Yes,35.14,777.36,0,9.7,No
CUST-70466,55,Male,8,Month-to-month,Fiber optic,No,63.66,495.6,2,6.4,Yes
CUST-70467,49,Female,16,One year,No service,No,31.93,502.69,2,6.5,No
CUST-70468,45,Male,2,One year,Fiber optic,No,61.94,117.95,0,,Yes
CUST-70469,29,Female,27,Month-to-month,Fiber optic,No,67.93,1813.86,2,7.2,No
CUST-70470,39,Male,11,Month-to-month,DSL,Yes,43.43,450.82,2,6.0,Yes
CUST-70471,51,Female,9,Month-to-month,Fiber optic,No,54.08,476.39,1,10.0,Yes
CUST-70472,36,Male,18,Two year,DSL,Yes,38.45,650.9,2,6.4,No
CUST-70473,26,Female,19,One year,DSL,Yes,41.22,756.49,1,,No
CUST-70474,27,Female,15,Two year,Fiber optic,No,61.7,943.45,3,8.1,No
CUST-70475,61,Male,6,One year,DSL,No,39.42,245.22,0,10.0,Yes
CUST-70476,63,Male,20,One year,Fiber optic,Yes,67.01,1359.07,2,7.3,Yes
CUST-70477,31,Male,17,Month-to-month,Fiber optic,Yes,69.92,1243.45,2,7.5,No
CUST-70478,41,Female,9,Two year,Fiber optic,Yes,59.42,,1,7.5,No
CUST-70479,58,Male,5,Month-to-month,Fiber optic,Yes,55.13,289.56,4,5.7,No
CUST-70480,45,Male,10,Month-to-month,Fiber optic,Yes,60.82,600.71,4,5.1,No
CUST-70481,42,Female,9,Two year,DSL,Yes,45.8,431.36,2,8.1,No
CUST-70482,50,Female,16,Two year,DSL,No,43.9,722.81,1,9.3,No
CUST-70483,25,Male,6,One year,Fiber optic,Yes,59.41,361.31,2,5.3,No
CUST-70484,31,Female,9,Month-to-month,DSL,No,46.7,403.54,1,10.0,No
CUST-70485,52,Female,19,Month-to-month,Fiber optic,No,63.43,1243.25,0,8.2,Yes
CUST-70486,44,Male,29,Two year,DSL,Yes,43.07,1240.95,0,9.8,Yes
CUST-70487,47,Female,20,Two year,No service,No,18.0,342.01,1,9.5,No
CUST-70488,42,Female,15,One year,DSL,Yes,36.11,559.26,2,7.8,Yes
CUST-70489,23,Male,7,Month-to-month,No service,Yes,25.82,179.04,1,7.7,Yes
CUST-70490,47,Male,13,Month-to-month,No service,Yes,18.0,228.74,1,10.0,Yes
CUST-70491,59,Female,57,Month-to-month,Fiber optic,Yes,68.53,3932.89,3,,No
CUST-70492,48,Male,24,Month-to-month,DSL,Yes,36.63,917.49,1,10.0,No
CUST-70493,51,Female,29,Month-to-month,DSL,Yes,36.19,1046.3,1,10.0,No
CUST-70494,28,Male,21,Month-to-month,Fiber optic,Yes,62.84,1379.94,3,8.1,Yes
CUST-70495,38,Female,11,Two year,DSL,No,36.94,426.64,0,8.7,No
CUST-70496,35,Female,13,One year,No service,Yes,19.46,242.9,0,9.7,No
CUST-70497,34,Female,38,Month-to-month,DSL,Yes,41.35,1614.61,2,,Yes
CUST-70498,32,Female,6,Two year,No service,Yes,18.0,110.99,0,,No
CUST-70499,49,Female,53,One year,Fiber optic,Yes,63.81,3575.93,3,8.9,No
CUST-70500,49,Male,13,One year,DSL,Yes,34.05,446.69,0,8.7,No
CUST-70501,53,Male,21,Month-to-month,DSL,No,46.6,975.91,0,8.6,Yes
CUST-70502,66,Male,19,Two year,DSL,No,25.12,492.93,0,10.0,No
CUST-70503,43,Female,13,One year,DSL,Yes,54.48,713.24,0,10.0,Yes
CUST-70504,48,Male,1,Month-to-month,Fiber optic,No,74.66,76.79,3,7.0,No
CUST-70505,44,Female,18,Month-to-month,Fiber optic,Yes,76.06,1395.63,1,8.6,Yes
CUST-70506,18,Male,35,Two year,DSL,Yes,42.72,1456.28,0,8.8,No
CUST-70507,26,Male,10,Month-to-month,Fiber optic,Yes,66.18,,4,6.1,No
CUST-70508,48,Female,18,One year,No service,No,18.44,335.7,1,10.0,No
CUST-70509,35,Male,32,Month-to-month,DSL,No,28.29,863.49,3,8.0,Yes
CUST-70510,40,Female,25,One year,Fiber optic,No,70.93,1866.61,2,10.0,Yes
CUST-70511,21,Female,48,Two year,DSL,Yes,28.89,1345.45,0,9.4,No
CUST-70512,45,Female,20,One year,DSL,Yes,26.26,534.26,3,6.0,Yes
CUST-70513,37,Male,4,Month-to-month,Fiber optic,No,69.51,290.14,1,8.7,No
CUST-70514,44,Male,3,One year,No service,Yes,19.05,55.79,2,6.5,No
CUST-70515,44,Female,2,Month-to-month,Fiber optic,No,60.74,116.64,3,7.1,Yes
CUST-70516,18,Male,14,Two year,DSL,Yes,53.93,778.97,1,9.3,Yes
CUST-70517,56,Male,16,Month-to-month,Fiber optic,Yes,54.6,915.47,3,8.4,No
CUST-70518,23,Male,2,Month-to-month,DSL,Yes,47.71,89.92,2,10.0,No
CUST-70519,37,Female,12,Two year,No service,No,22.22,253.42,2,7.3,No
CUST-70520,35,Male,6,Month-to-month,DSL,Yes,40.18,232.91,2,8.2,No
CUST-70521,55,Male,4,Month-to-month,Fiber optic,No,66.98,275.6,4,6.1,Yes
CUST-70522,43,Female,6,One year,Fiber optic,Yes,61.06,365.46,4,6.4,No
CUST-70523,54,Female,13,Month-to-month,Fiber optic,Yes,76.16,1002.79,2,9.0,Yes
CUST-70524,44,Male,13,Two year,Fiber optic,No,50.07,653.42,2,7.3,No
CUST-70525,41,Female,43,Two year,DSL,Yes,41.35,1789.42,1,7.4,No
CUST-70526,30,Female,19,One year,Fiber optic,Yes,71.03,1348.64,3,7.7,No
CUST-70527,34,Female,6,Month-to-month,Fiber optic,Yes,69.14,436.38,5,6.0,Yes
CUST-70528,42,Male,9,Month-to-month,Fiber optic,No,75.15,690.28,6,4.0,Yes
CUST-70529,45,Female,17,One year,DSL,Yes,43.25,692.69,1,,No
CUST-70530,32,Female,8,Month-to-month,DSL,Yes,46.28,382.16,1,9.1,Yes
CUST-70531,61,Male,18,One year,DSL,Yes,40.44,720.68,2,6.0,No
CUST-70532,45,Male,6,One year,Fiber optic,No,59.69,373.33,3,5.2,No
CUST-70533,26,Male,48,Month-to-month,DSL,Yes,47.96,2247.38,3,8.1,No
CUST-70534,62,Male,21,Month-to-month,DSL,Yes,30.3,,2,7.1,Yes
CUST-70535,18,Male,13,One year,No service,No,27.65,369.95,1,6.4,Yes
CUST-70536,47,Male,15,One year,Fiber optic,Yes,53.13,801.21,8,,Yes
CUST-70537,33,Female,19,One year,Fiber optic,No,62.79,1156.81,3,8.9,Yes
CUST-70538,63,Female,14,Month-to-month,Fiber optic,Yes,64.46,902.46,0,,No
CUST-70539,53,Male,33,One year,No service,Yes,18.0,590.18,3,6.0,No
CUST-70540,25,Female,29,One year,No service,Yes,18.0,503.53,1,7.6,No
CUST-70541,55,Female,11,Month-to-month,No service,Yes,19.98,222.82,1,7.9,Yes
CUST-70542,18,Male,24,Two year,Fiber optic,No,77.38,1827.35,0,8.4,No
CUST-70543,53,Male,13,Two year,Fiber optic,Yes,74.64,931.06,0,8.1,No
CUST-70544,40,Female,21,Month-to-month,No service,No,26.99,599.37,1,7.9,No
CUST-70545,28,Male,16,One year,Fiber optic,No,64.14,1007.12,3,8.2,Yes
CUST-70546,55,Male,14,Month-to-month,DSL,Yes,49.37,668.84,1,8.8,Yes
CUST-70547,52,Female,11,Two year,No service,Yes,36.4,404.06,2,8.2,No
CUST-70548,44,Male,12,Month-to-month,No service,Yes,23.63,271.78,1,9.3,Yes
CUST-70549,45,Male,6,Two year,Fiber optic,Yes,63.17,387.85,2,8.7,No
CUST-70550,47,Male,14,Month-to-month,Fiber optic,No,73.0,1008.96,2,7.6,Yes
CUST-70551,36,Female,34,One year,No service,Yes,18.0,576.08,1,9.3,No
CUST-70552,49,Male,12,One year,DSL,No,48.69,587.99,2,10.0,No
CUST-70553,18,Male,21,One year,Fiber optic,Yes,78.23,1723.01,2,9.8,No
CUST-70554,18,Male,21,Two year,Fiber optic,No,70.57,1545.67,4,8.0,No
CUST-70555,48,Male,11,Month-to-month,DSL,Yes,36.15,378.98,1,8.8,Yes
CUST-70556,46,Male,30,Two year,No service,Yes,18.0,567.38,3,,No
CUST-70557,32,Female,18,Month-to-month,No service,Yes,18.0,310.05,0,8.1,No
CUST-70558,26,Male,12,Month-to-month,No service,No,27.94,316.71,6,4.6,Yes
CUST-70559,60,Female,5,Month-to-month,Fiber optic,No,71.14,345.6,1,6.9,Yes
CUST-70560,34,Female,3,One year,Fiber optic,Yes,61.92,175.08,1,7.2,No
CUST-70561,33,Male,69,Two year,DSL,Yes,40.36,2845.96,2,5.1,No
CUST-70562,27,Female,18,Month-to-month,No service,No,18.64,346.49,3,5.5,Yes
CUST-70563,52,Male,5,Two year,Fiber optic,Yes,64.37,315.28,1,6.3,No
CUST-70564,18,Female,9,Two year,DSL,No,23.82,204.87,0,7.2,No
CUST-70565,38,Male,10,Month-to-month,DSL,No,53.52,527.25,1,10.0,Yes
CUST-70566,31,Male,3,Month-to-month,DSL,Yes,36.12,114.73,0,9.5,Yes
CUST-70567,39,Female,16,Month-to-month,No service,No,19.96,332.15,0,10.0,No
CUST-70568,50,Male,9,One year,Fiber optic,Yes,65.6,586.92,4,3.0,Yes
CUST-70569,34,Female,4,One year,Fiber optic,No,65.78,277.96,4,8.6,Yes
CUST-70570,37,Female,36,One year,Fiber optic,Yes,60.9,2127.16,3,6.6,No
CUST-70571,18,Female,47,Month-to-month,DSL,No,32.22,1484.01,0,9.7,No
CUST-70572,33,Female,2,Month-to-month,Fiber optic,Yes,65.94,137.23,5,8.0,Yes
CUST-70573,26,Male,19,One year,No service,No,25.56,457.99,2,9.3,No
CUST-70574,44,Male,2,Month-to-month,Fiber optic,No,66.33,139.34,1,8.6,Yes
CUST-70575,38,Female,12,One year,Fiber optic,No,63.89,751.0,0,,No
CUST-70576,35,Male,30,Month-to-month,No service,Yes,28.88,830.58,0,9.9,Yes
CUST-70577,43,Male,45,Month-to-month,Fiber optic,Yes,58.87,2728.13,5,6.2,No
CUST-70578,28,Male,21,Month-to-month,DSL,No,45.61,997.32,4,6.5,Yes
CUST-70579,25,Female,10,One year,Fiber optic,No,68.97,679.99,5,7.7,No
CUST-70580,18,Male,13,Month-to-month,DSL,Yes,41.55,546.64,1,8.4,Yes
CUST-70581,40,Male,10,Month-to-month,DSL,No,50.55,510.98,1,7.3,Yes
CUST-70582,41,Female,9,Two year,Fiber optic,Yes,63.57,586.67,2,9.8,No
CUST-70583,40,Male,30,Month-to-month,Fiber optic,Yes,65.92,1868.85,0,,Yes
CUST-70584,33,Female,27,Month-to-month,Fiber optic,Yes,48.5,1288.77,2,7.8,No
CUST-70585,55,Female,12,One year,Fiber optic,Yes,66.46,833.13,2,7.4,Yes
CUST-70586,30,Male,30,Two year,DSL,No,47.37,1381.67,2,4.9,No
CUST-70587,66,Female,29,Two year,No service,Yes,24.73,712.11,1,10.0,No
CUST-70588,37,Female,31,Month-to-month,DSL,No,47.2,1511.07,2,8.5,No
CUST-70589,29,Female,12,Month-to-month,Fiber optic,Yes,55.91,664.15,2,7.3,No
CUST-70590,35,Female,18,Month-to-month,Fiber optic,No,69.17,1280.56,2,8.3,Yes
CUST-70591,40,Female,41,Month-to-month,Fiber optic,Yes,52.12,2020.59,5,,Yes
CUST-70592,46,Male,17,Month-to-month,Fiber optic,Yes,66.33,1152.18,5,6.1,Yes
CUST-70593,67,Female,22,Two year,DSL,No,49.17,,1,8.4,No
CUST-70594,43,Male,27,Two year,No service,Yes,18.27,484.79,3,6.8,No
CUST-70595,51,Female,4,Two year,DSL,No,47.26,195.01,0,,No
CUST-70596,54,Male,20,Month-to-month,DSL,No,46.19,898.77,1,10.0,Yes
CUST-70597,47,Female,13,Two year,Fiber optic,Yes,72.79,943.82,2,9.9,No
CUST-70598,68,Male,42,Month-to-month,Fiber optic,Yes,61.01,2673.68,0,7.4,Yes
CUST-70599,36,Male,5,Month-to-month,DSL,No,55.56,267.65,0,7.2,Yes
CUST-70600,32,Female,20,Two year,Fiber optic,No,56.21,1187.46,0,7.8,No
CUST-70601,24,Male,6,One year,Fiber optic,No,69.74,412.11,2,10.0,Yes
CUST-70602,37,Female,9,Month-to-month,Fiber optic,No,59.36,528.73,0,,Yes
CUST-70603,18,Male,1,Month-to-month,DSL,No,27.39,27.1,4,6.4,Yes
CUST-70604,49,Female,10,Month-to-month,Fiber optic,Yes,73.78,775.47,6,5.9,Yes
CUST-70605,31,Female,17,Month-to-month,Fiber optic,Yes,59.99,1041.35,3,6.2,Yes
CUST-70606,50,Female,6,Two year,Fiber optic,Yes,62.1,382.71,1,9.6,No
CUST-70607,46,Female,8,Month-to-month,No service,No,18.0,149.44,2,8.6,Yes
CUST-70608,24,Male,13,Two year,Fiber optic,No,66.17,829.76,2,7.0,No
CUST-70609,70,Female,30,Month-to-month,DSL,Yes,31.15,889.15,2,9.4,No
CUST-70610,30,Female,4,One year,Fiber optic,No,57.07,224.11,1,7.2,No
CUST-70611,29,Female,26,One year,DSL,Yes,34.81,913.42,1,6.4,No
CUST-70612,35,Male,13,Month-to-month,Fiber optic,Yes,63.04,819.28,2,7.1,Yes
CUST-70613,47,Male,16,Two year,Fiber optic,No,52.38,817.48,2,8.6,No
CUST-70614,26,Male,32,Month-to-month,Fiber optic,No,69.47,2274.81,3,10.0,Yes
CUST-70615,52,Female,47,One year,Fiber optic,Yes,62.75,2959.66,1,10.0,No
CUST-70616,43,Female,6,Month-to-month,No service,Yes,18.87,107.39,1,9.9,No
CUST-70617,38,Female,49,One year,No service,No,18.0,902.62,1,8.0,No
CUST-70618,26,Male,6,Month-to-month,No service,Yes,18.0,110.31,2,5.6,Yes
CUST-70619,42,Female,19,One year,Fiber optic,Yes,61.23,1184.91,5,6.6,No
CUST-70620,37,Male,38,Month-to-month,DSL,No,42.66,1644.04,2,8.7,No
CUST-70621,18,Male,26,Month-to-month,Fiber optic,No,66.0,1633.94,1,4.1,No
CUST-70622,45,Male,12,Month-to-month,Fiber optic,Yes,72.55,913.33,2,9.8,Yes
CUST-70623,28,Male,14,Month-to-month,DSL,No,44.42,643.13,2,,Yes
